x,y,z,gene
-8.858,-14.475,39.356,SPTBN1
-16.032,18.623,9.962,SPTBN2
-11.77,21.862,3.874,SPTBN4
7.274,10.867,-15.554,SPTBN5
-17.922,-18.107,5.54,SPTLC1
-23.217,-18.876,12.138,SPTLC2
2.563,8.895,-36.776,SPTLC3
-10.452,-24.782,19.694,SPTSSA
10.146,21.788,-16.723,SPTSSB
-6.616,-10.874,12.479,SPTY2D1
12.66,15.157,7.013,SPX
-30.924,-10.821,20.892,SQLE
-14.961,-11.824,-14.546,SQRDL
-7.801,-17.993,39.515,SQSTM1
-9.797,-19.224,26.063,SRA1
-4.89,-16.103,-6.061,SRBD1
-20.735,0.414,-3.113,SRC
-22.471,-13.14,19.144,SRCAP
-11.075,20.443,17.902,SRCIN1
-11.949,-6.53,-17.227,SRD5A1
13.416,8.246,-33.556,SRD5A2
-3.237,-2.868,30.31,SRD5A3
-24.847,-18.036,7.672,SREBF1
-23.222,-17.167,23.086,SREBF2
-10.406,-11.251,34.92,SREK1
-3.766,-19.607,6.325,SREK1IP1
-24.995,-8.985,3.818,SRF
-3.074,-20.296,-3.432,SRFBP1
-12.73,8.01,-1.651,SRGAP1
-16.022,-3.885,20.89,SRGAP2
-15.889,14.209,15.156,SRGAP3
16.262,-23.497,-4.677,SRGN
-10.249,-18.713,25.174,SRI
-23.592,21.42,-12.882,SRL
-14.081,-27.263,10.381,SRM
10.871,11.113,-20.652,SRMS
-5.024,-21.768,29.524,SRP14
-5.711,-23.217,23.923,SRP19
-20.32,-18.085,20.488,SRP68
-14.166,-15.657,32.636,SRP72
-10.991,-22.86,25.826,SRP9
-8.082,-12.44,35.755,SRPK1
-10.266,-9.447,35.518,SRPK2
-1.39,8.158,-13.05,SRPK3
-13.628,-24.778,16.082,SRPRB
-10.011,12.354,-16.384,SRPX
-10.181,12.226,-15.915,SRPX2
-16.475,1.618,17.39,SRR
-0.058,-7.653,-7.238,SRRD
-10.242,-13.104,36.13,SRRM1
-8.368,-13.363,39.26,SRRM2
-8.398,19.219,7.954,SRRM3
-8.892,20.745,8.918,SRRM4
-19.221,-21.469,25.617,SRRT
-15.301,-16.647,33.422,SRSF1
-14.161,-15.122,30.816,SRSF10
-8.835,-13.423,37.277,SRSF11
-5.296,23.407,5.768,SRSF12
-5.864,-16.189,37.558,SRSF2
-4.471,-17.075,38.044,SRSF3
-18.146,-24.638,12.066,SRSF4
-4.455,-16.973,39.84,SRSF5
-15.218,-16.488,33.528,SRSF6
-7.184,-20.677,33.304,SRSF7
-11.038,-20.144,13.533,SRSF9
-19.688,-0.137,2.894,SRXN1
20.185,20.66,-9.657,SRY
-23.315,-20.908,15.575,SS18
-12.665,10.227,8.554,SS18L1
-7.161,-15.874,36.366,SSB
-6.969,-25.886,19.821,SSBP1
-2.423,-5.848,29.38,SSBP2
-21.418,-9.87,21.642,SSBP3
-14.136,-14.402,-0.198,SSBP4
3.848,3.65,-17.547,SSC4D
-10.525,11.697,-15.533,SSC5D
-25.559,-10.189,7.42,SSFA2
0.14,-2.962,22.508,SSH1
-7.181,-5.516,33.992,SSH2
-6.618,-7.689,-12.023,SSH3
0.856,28.365,-23.693,SSMEM1
-6.13,-24.926,18.231,SSNA1
-13.713,8.522,-16.652,SSPN
1.828,9.706,-16.625,SSPO
-5.437,-15.774,37.528,SSR1
-12.552,-23.236,27.033,SSR2
-10.134,-17.497,35.931,SSR3
-6.52,-22.023,28.5,SSR4
-15.288,-16.819,32.854,SSRP1
-4.127,-23.907,8.488,SSSCA1
-10.386,26.887,0.31,SST
-0.623,27.95,-1.78,SSTR1
-0.815,27.088,1.427,SSTR2
-8.737,29.104,-9.816,SSTR3
0.338,28.155,-0.894,SSTR4
12.857,25.43,-16.15,SSTR5
-10.334,-21.176,27.214,SSU72
-17.738,-1.249,3.852,SSX2IP
-5.281,-15.981,37.464,ST13
-4.335,-4.45,-27.686,ST14
-2.397,21.242,14.666,ST18
-17.64,-14.012,-3.128,ST3GAL1
-19.197,-1.055,1.202,ST3GAL2
-11.377,-6.999,-13.818,ST3GAL3
-13.951,-12.429,-11.646,ST3GAL4
-19.98,3.822,6.612,ST3GAL5
1.309,-7.674,3.288,ST3GAL6
-20.444,-0.124,-11.106,ST5
-13.175,-9.927,-7.472,ST6GAL1
-6.567,26.201,6.213,ST6GAL2
15.696,20.445,3.69,ST6GALNAC1
-5.566,-3.628,-24.833,ST6GALNAC2
0.002,22.721,16.879,ST6GALNAC3
2.577,-14.876,-3.991,ST6GALNAC4
-8.987,25.208,9.575,ST6GALNAC5
-17.875,1.007,2.07,ST6GALNAC6
-6.897,-7.831,1.89,ST7
-2.51,-4.796,25.333,ST7L
-6.594,13.074,9.653,ST8SIA1
-0.908,19.606,-3.848,ST8SIA2
-15.92,22.232,14.665,ST8SIA3
15.799,-21.714,-2.376,ST8SIA4
-1.939,28.802,2.459,ST8SIA5
0.9,2.257,-13.148,ST8SIA6
6.466,-12.64,14.016,STAB1
-14.729,-12.311,-26.221,STAB2
7.926,32.729,-9.359,STAC
-4.396,12.178,-4.876,STAC2
-20.088,24.61,-15.025,STAC3
-16.588,-9.796,22.526,STAG1
-14.583,-11.339,30.917,STAG2
7.456,0.569,5.37,STAG3
-16.857,-0.622,19.442,STAM
-19.574,-13.668,8.011,STAM2
-1.906,-5.783,15.632,STAMBP
2.144,-7.687,-5.207,STAMBPL1
16.021,-22.41,-1.712,STAP1
-10.617,0.153,-21.617,STAP2
-1.899,1.256,-9.092,STAR
-12.954,-12.995,-13.198,STARD10
-13.788,6.029,-11.892,STARD13
-12.433,-12.645,-1.655,STARD3
-6.933,-21.755,16.457,STARD3NL
-17.852,-14.52,12.58,STARD4
3.188,-9.771,7.128,STARD5
8.928,13.347,2.301,STARD6
-21.18,-16.034,21.815,STARD7
-12.956,-2.922,-7.089,STARD8
-13.129,-3.079,-6.822,STARD9
11.698,-23.365,0.67,STAT1
-17.572,-13.926,-2.914,STAT2
-11.625,-11.753,31.372,STAT3
17.958,-23.446,-11.78,STAT4
11.291,-19.807,-6.792,STAT5A
-25.14,-17.921,4.812,STAT5B
-24.876,-18.756,6.68,STAT6
-21.91,-16.551,20.894,STAU1
-18.171,6.584,9.159,STAU2
-11.428,-8.666,-21.368,STBD1
-10.117,10.796,-13.443,STC1
-9.192,7.415,-12.613,STC2
-9.315,12.771,-14.876,STEAP1
1.873,-1.194,8.162,STEAP2
-4.031,-11.815,-9.312,STEAP3
-15.572,-7.213,-20.92,STEAP4
0.024,-27.489,-7.547,STIL
-22.81,-4.063,14.896,STIM1
-20.832,2.103,11.218,STIM2
-15.089,-22.908,27.874,STIP1
10.826,-21.702,-5.124,STK10
-26.571,-10.648,14.702,STK11
-12.283,-12.668,-1.089,STK11IP
-10.251,-11.011,23.001,STK16
10.864,-21.701,-4.869,STK17B
-3.086,-11.477,1.233,STK19
-25.488,-16.56,6.815,STK24
-24.601,-4.771,22.907,STK25
3.615,-14.351,-7.271,STK26
-4.878,-9.927,1.046,STK3
-1.493,22.969,-31.89,STK31
-8.769,28.385,-8.12,STK32A
-3.014,27.54,-2.657,STK32B
-7.997,24.835,2.31,STK32C
-3.998,28.159,-19.129,STK33
-16.63,-9.201,-0.902,STK35
-0.959,9.993,-8.095,STK36
-13.44,-11.439,24.204,STK38
-1.848,-9.224,13.695,STK38L
-15.482,5.496,8.444,STK39
-19.783,-13.315,13.377,STK4
-20.564,-9.442,-1.621,STK40
-1.873,23.556,-20.192,STKLD1
-8.316,-22.328,30.898,STMN1
-15.199,22.278,17.417,STMN2
-14.867,22.081,16.368,STMN3
-11.488,20.869,18.648,STMN4
13.254,21.142,-19.979,STMND1
-15.213,-12.21,-12.796,STOM
-10.741,-1.998,-0.973,STOML1
-12.968,-25.975,17.601,STOML2
13.161,14.772,7.815,STOML3
-11.771,5.28,-11.179,STON1
-2.317,-0.852,-9.734,STON2
2.793,12.05,-6.557,STOX1
-6.102,-2.56,32.584,STOX2
-0.554,25.952,-18.105,STPG1
4.705,28.026,-22.458,STPG2
4.668,27.53,-23.234,STPG3
-4.425,-24.846,9.162,STRA13
-4.811,14.663,-15.586,STRA6
17.594,24.171,3.209,STRA8
-8.375,-19.768,1.551,STRADA
-7.989,-9.105,2.158,STRADB
-17.366,-21.924,27.344,STRAP
-10.241,-9.598,35.557,STRBP
12.294,16.975,3.057,STRC
-24.705,-12.948,2.397,STRIP1
7.468,1.13,16.403,STRIP2
-14.885,-5.214,27.816,STRN
-17.143,-7.437,29.763,STRN3
-23.851,-10.53,22.016,STRN4
-17.407,-18.276,30.516,STT3A
-20.801,-17.27,28.1,STT3B
-17.053,-23.141,23.59,STUB1
11.843,-14.322,-13.435,STX11
-22.357,-3.763,22.822,STX12
-25.588,-7.883,13.176,STX16
-15.724,-14.454,1.192,STX17
-1.49,-6.552,14.839,STX18
14.306,8.187,11.775,STX19
-12.533,19.555,6.641,STX1A
-14.333,15.859,16.116,STX1B
-6.536,-8.49,-8.971,STX2
-1.147,-7.656,10.255,STX3
-15.211,-5.625,19.727,STX6
-22.662,-3.542,22.963,STX7
-1.416,-5.768,22.062,STX8
-16.154,20.302,18.771,STXBP1
-21.119,-20.586,9.007,STXBP2
-17.829,-18.131,5.772,STXBP3
2.686,-2.72,18.753,STXBP4
-21.774,0.971,11.173,STXBP5
-8.714,25.562,9.547,STXBP5L
-7.761,19.293,18.375,STXBP6
10.112,-0.077,18.286,STYK1
25.418,-5.15,3.043,STYX
-2.349,24.082,-19.866,STYXL1
-3.594,-17.579,37.011,SUB1
-12.481,-21.683,30.351,SUCLA2
-11.768,-21.76,30.558,SUCLG1
-17.511,-21.254,16.247,SUCLG2
-12.937,-12.022,-30.398,SUCNR1
-16.491,-8.801,20.423,SUCO
-26.663,-10.158,14.154,SUDS3
-14.944,-11.438,-0.907,SUFU
-12.151,-10.169,-27.899,SUGCT
-11.125,-16.231,3.071,SUGP1
-14.93,-3.244,17.498,SUGP2
-10.662,-21.308,26.341,SUGT1
-17.369,3.53,-9.256,SULF1
-26.246,-1.784,3.102,SULF2
-13.82,-8.129,-19.669,SULT1A1
-18.499,-7.916,-28.772,SULT1B1
6.216,-0.197,-31.071,SULT1C2
13.414,8.276,-33.565,SULT1E1
8.632,-0.736,-29.935,SULT2A1
2.602,4.796,-7.31,SULT2B1
-14.462,22.992,14.21,SULT4A1
6.14,7.573,-19.839,SULT6B1
-12.472,-10.222,0.156,SUMF1
-0.696,-8.16,21.672,SUMF2
-6.798,-21.486,32.16,SUMO1
-3.964,-17.517,37.571,SUMO2
-10.571,-20.299,32.374,SUMO3
-17.854,-11.083,24.328,SUN1
-25.239,-17.894,5.006,SUN2
5.301,26.856,-21.799,SUN3
-12.548,-10.789,-13.295,SUOX
-2.093,-5.479,25.492,SUPT7L
-8.335,-21.134,0.54,SUPV3L1
-6.043,-22.546,13.19,SURF1
-7.841,-20.853,5.339,SURF2
-18.465,-18.716,29.922,SURF4
-8.199,-21.189,-3.064,SURF6
5.404,-4.212,5.577,SUSD1
-5.924,9.398,-14.431,SUSD2
18.46,-19.58,-11.517,SUSD3
-14.078,18.786,9.727,SUSD4
-3.653,15.149,-17.867,SUSD5
-25.679,-13.791,9.963,SUSD6
-11.905,-27.456,1.487,SUV39H1
-1.592,-15.297,-9.96,SUV39H2
-23.767,-14.112,15.521,SUZ12
-14.233,20.823,19.298,SV2A
-13.638,22.224,10.734,SV2B
-7.967,18.734,9.813,SV2C
-1.717,-20.099,1.27,SVBP
1.431,5.037,6.632,SVEP1
-27.499,-13.054,8.522,SVIL
-9.136,-7.863,2.133,SVIP
-13.855,20.964,13.021,SVOP
14.817,11.632,10.636,SVOPL
-14.027,-27.96,0.094,SWAP70
-9.49,-15.357,33.283,SWI5
-2.232,-2.215,-9.095,SWSAP1
-2.182,-5.736,28.327,SWT1
-18.058,-13.602,-1.29,SYAP1
-11.552,22.616,10.462,SYBU
-1.826,23.241,-31.267,SYCE1
5.232,27.81,-23.443,SYCE1L
-1.569,-23.689,-4.389,SYCE2
3.486,26.86,-27.364,SYCE3
-1.414,4.323,-33.055,SYCN
10.441,6.03,13.026,SYCP1
-5.368,26.623,-21.887,SYCP2
9.344,24.542,-30.943,SYCP2L
-2.413,23.16,-31.523,SYCP3
-16.407,5.209,-13.129,SYDE1
-9.23,2.809,-13.482,SYDE2
-14.648,-16.755,20.987,SYF2
18.031,-19.347,-7.858,SYK
-17.062,-12.017,30.719,SYMPK
-16.378,21.028,15.518,SYN1
-15.56,20.669,15.889,SYN2
2.919,4.949,29.088,SYN3
4.131,7.798,-8.066,SYNC
-15.415,-15.976,32.323,SYNCRIP
-8.289,26.179,5.865,SYNDIG1
2.577,5.44,29.435,SYNDIG1L
-18.636,2.109,18.127,SYNE1
-24.591,-11.032,8.905,SYNE2
-2.04,-1.558,-13.166,SYNE3
-2.881,4.412,-15.994,SYNE4
-15.116,15.808,11.203,SYNGAP1
-16.516,16.11,13.284,SYNGR1
-21.683,-20.343,8.553,SYNGR2
-14.125,23.149,13.891,SYNGR3
-0.034,24.909,-21.603,SYNGR4
-20.472,1.347,18.53,SYNJ1
-14.117,-1.87,-0.272,SYNJ2
-11.288,-17.78,19.285,SYNJ2BP
-11.369,12.931,3.674,SYNM
-14.682,10.801,3.285,SYNPO
-22.818,20.267,-12.655,SYNPO2
5.262,12.866,9.483,SYNPO2L
-9.904,24.778,9.409,SYNPR
-17.906,-2.327,24.517,SYNRG
-16.506,20.306,16.651,SYP
-19.532,24.445,-15.782,SYPL2
-6.632,-25.9,11.522,SYS1
-15.192,20.692,16.529,SYT1
-0.23,29.26,-1.776,SYT10
-19.206,3.619,24.184,SYT11
-3.413,12.101,6.368,SYT12
-17.27,21.313,15.193,SYT13
-8.81,17.516,2.057,SYT14
12.223,9.173,10.253,SYT15
-8.886,26.061,8.033,SYT16
-7.463,17.863,11.052,SYT17
-7.088,24.037,1.981,SYT2
-8.378,22.318,5.327,SYT3
-16.649,21.704,15.767,SYT4
-12.615,23.706,12.509,SYT5
-5.657,26.756,1.693,SYT6
-16.245,17.548,14.767,SYT7
13.906,16.888,-22.857,SYT8
-1.175,20.136,-6.14,SYT9
0.411,0.135,-15.106,SYTL1
-0.82,22.062,17.374,SYTL2
22.187,-14.909,-21.936,SYTL3
7.815,10.292,10.915,SYTL4
-7.509,29.008,-10.832,SYTL5
-23.282,-13.743,3.673,SYVN1
-24.686,-15.791,7.726,SZRD1
-21.566,-9,0.509,SZT2
2.372,20.857,-29.028,T
-8.199,-12.991,-4.117,TAB1
-20.66,-11.58,25.6,TAB2
-8.493,-5.211,-8.261,TAB3
-5.559,26.889,1.566,TAC1
17.595,14.028,-15.973,TAC4
-8.751,-7.381,35.22,TACC1
-24.653,0.716,0.005,TACC2
-1.418,-31.287,-8.73,TACC3
-1.144,-4.807,-9.241,TACO1
8.685,17.048,6.693,TACR1
16.926,21.048,-12.441,TACR2
0.496,29.146,-5.127,TACR3
-0.029,6.987,-37.657,TACSTD2
-1.017,-8.59,17.024,TADA1
-4.371,-22.361,-0.033,TADA2A
-10.52,-6.764,-7.661,TADA2B
-9.615,-16.803,2.612,TADA3
-16.242,-7.356,28.94,TAF1
-12.818,-23.349,12.799,TAF10
-7.596,-19.335,4.717,TAF11
-0.662,-8.868,21.354,TAF12
-6.098,-20.323,10.88,TAF13
-21.769,-10.109,-1.192,TAF15
4.381,-4.122,8.85,TAF1A
-2.079,-9.159,-0.115,TAF1B
-1.752,-8.135,-9.796,TAF1C
-12.231,-28.382,12.816,TAF1D
-21.089,-11.818,9.275,TAF2
-3.405,-7.711,14.807,TAF3
-18.905,-9.894,-2.446,TAF4
-1.226,-14.094,-10.375,TAF4B
-1.747,-15.194,-9.814,TAF5
-8.009,-22.184,-4.764,TAF5L
-3.815,-8.982,23.256,TAF6
-7.156,-25.793,8.312,TAF6L
-9.985,-26.549,3.827,TAF7
1.744,26.798,-26.496,TAF7L
-5.329,-17.037,-6.064,TAF8
-0.7,-9.283,-5.318,TAF9
-3.997,-0.072,-0.447,TAF9B
18.184,-20.107,-11.568,TAGAP
-19.465,5.155,-13.004,TAGLN
-1.221,-31.158,18.108,TAGLN2
-14.574,22.057,15.964,TAGLN3
13.846,-3.658,-19.274,TAL1
9.854,12.217,-17.363,TAL2
-8.567,-21.055,32.285,TALDO1
-2.03,-21.701,-3.323,TAMM41
-9.91,-5.895,21.169,TANC1
-18.69,2.386,22.748,TANC2
-2.506,-6.855,28.932,TANGO2
-1.865,-9.437,-9.629,TANGO6
-6.317,-11.003,12.174,TANK
-14.924,-11.077,35.544,TAOK1
-23.075,-11.861,15.499,TAOK2
-15.614,-5.434,25.184,TAOK3
14.71,-22.663,-6.829,TAP1
13.746,-22.545,-6.538,TAP2
-0.364,-31.245,17.831,TAPBP
-4.165,-2.24,25.207,TAPBPL
-22.028,-7.399,3.145,TAPT1
-11.838,-25.06,6.539,TARBP2
-15.284,-16.54,33.422,TARDBP
15.071,7.348,9.947,TARM1
-15.916,-26.323,15.23,TARS
-13.984,-23.468,12.626,TARS2
0.404,-5.05,17.11,TARSL2
4.376,11.635,-16.672,TAS1R1
10.507,12.262,3.12,TAS1R3
-2.621,-9.357,0.316,TASP1
-19.545,-13.918,-27.78,TAT
-1.332,-10.238,-3.188,TATDN1
-15.708,-7.185,-5.151,TATDN2
-1.757,-0.109,-6.8,TATDN3
-8.773,-15.822,37.596,TAX1BP1
-1.964,-11.542,28.876,TAX1BP3
-16.635,-13.912,6.829,TAZ
13.185,12.987,21.659,TBATA
-20.553,-11.263,-1.365,TBC1D1
-8.836,-12.446,-6.356,TBC1D10A
-25.488,-2.421,7.254,TBC1D10B
17.988,-23.508,-11.184,TBC1D10C
-3.502,-3.128,-3.308,TBC1D12
-21.228,-11.187,-1.006,TBC1D13
-22.655,-3.886,13.591,TBC1D14
-16.831,-16.128,20.817,TBC1D15
-15.085,-1.41,-1.128,TBC1D16
-10.349,-11.774,15.147,TBC1D17
-6.322,-0.166,3.694,TBC1D19
-1.637,-1.47,-13.916,TBC1D2
-24.507,-13.625,10.319,TBC1D20
-12.431,-11.655,-4.79,TBC1D22A
-12.443,-5.594,-1.929,TBC1D22B
-15.229,-10.177,6.684,TBC1D23
-16.124,1.931,18.299,TBC1D24
-2.223,-7.751,-9.454,TBC1D25
-19.748,-9.216,-0.792,TBC1D2B
-12.482,17.383,8.001,TBC1D30
-0.997,-17.098,-8.049,TBC1D31
-2.743,2.573,-2.919,TBC1D32
-4.231,-5.396,-6.138,TBC1D4
-14.014,-12.288,-1.51,TBC1D5
-2.244,-15.795,0.322,TBC1D7
-10.926,-8.43,-2.063,TBC1D8
-9.557,-3.618,-13.363,TBC1D8B
-15.261,8.085,3.555,TBC1D9
-27.123,-9.198,11.181,TBC1D9B
-7.117,-24.563,22.493,TBCA
-6.967,-22.671,20.302,TBCB
-4.309,-19.469,0.503,TBCC
-2.595,-13.258,-6.365,TBCCD1
-24.63,-12.534,3.571,TBCD
-2.777,-4.203,20.159,TBCE
-22.523,-4.19,3.032,TBCEL
-7.759,-5.912,27.084,TBCK
-18.187,-11.767,7.284,TBK1
-7.852,0.758,-9.962,TBKBP1
-19.824,-13.973,25.986,TBL1X
-15.48,-8.036,24.011,TBL1XR1
-8.261,-6.882,19.033,TBL2
-3.55,-9.707,23.879,TBL3
-3.36,-8.115,24.105,TBP
-18.774,-6.293,11.097,TBPL1
-6.837,26.673,6.838,TBR1
-12.381,-23.341,26.607,TBRG1
-3.933,-9.606,23.725,TBRG4
-11.416,6.696,-23.914,TBX1
-10.426,12.45,-15.169,TBX15
20.22,9.022,18.582,TBX18
8.548,24.154,-33.547,TBX19
-11.719,12.272,-19.329,TBX2
6.365,13.122,8.831,TBX20
23.156,-15.66,-22.364,TBX21
19.165,23.207,-8.607,TBX22
-10.86,0.264,-20.977,TBX3
9.788,19.717,-36.108,TBX4
12.385,11.611,10.831,TBX5
5.071,7.937,-16.405,TBX6
-11.968,13.515,-20.438,TBXA2R
15.836,-20.626,-1.459,TBXAS1
7.253,-3.677,20.073,TC2N
-19.618,4.347,22.245,TCAF1
-8.708,8.445,-17.198,TCAF2
-5.38,-4.666,-3.779,TCAIM
-22.981,23.626,-15.235,TCAP
-14.761,-16.508,30.4,TCEA1
-9.929,15.139,1.668,TCEA2
-7.495,-6.546,-22.029,TCEA3
-11.359,14.635,7.275,TCEAL1
-11.539,23.347,10.466,TCEAL3
-8.384,25.265,8.104,TCEAL5
-8.123,25.268,7.69,TCEAL6
-18.916,24.243,-16.923,TCEAL7
-8.437,-21.41,18.347,TCEAL8
2.627,-4.243,-7.55,TCEANC
-3.531,-2.33,31.317,TCEANC2
-4.526,-20.645,29.848,TCEB1
-4.452,-22.005,31.169,TCEB2
-17.809,-15.638,20.465,TCEB3
-17.645,-14.273,26.216,TCERG1
-2.776,27.513,-1.695,TCERG1L
-15.311,-8.609,26.302,TCF12
0.204,20.527,-29.747,TCF15
0.113,-22.795,-11.718,TCF19
-21.6,-11.57,14.951,TCF20
-1.824,12.742,-20.444,TCF21
-1.279,17.334,-19.491,TCF23
4.627,8.967,-22.34,TCF24
-7.857,-18.039,38.985,TCF25
-16.846,-26.903,5.623,TCF3
-8.688,-9.12,36.602,TCF4
-1.76,-14.324,-11.236,TCF7
4.136,-2.797,14.291,TCF7L1
-3.303,-2.763,31.741,TCF7L2
-2.56,22.363,-31.726,TCFL5
-3.061,8.813,-17.342,TCHH
4.697,-3.681,18.702,TCHP
11.178,-23.474,1.969,TCIRG1
-24.033,-19.32,5.228,TCN2
-15.05,-28.214,5.553,TCOF1
-5.558,-17.852,37.704,TCP1
-2.513,23.689,-21.162,TCP11
3.08,-3.007,9.466,TCP11L1
-0.341,-8.408,9.108,TCP11L2
-6.553,-9.366,0.613,TCTA
6.85,18.961,4.287,TCTE1
6.648,7.175,-17.75,TCTE3
-1.127,28.273,-25.343,TCTEX1D1
-0.71,-20.021,6.325,TCTEX1D2
9.054,26.703,-7.779,TCTEX1D4
5.242,-4.55,13.219,TCTN1
-3.613,0.864,-0.834,TCTN3
-13.895,-24.002,13.673,TDG
-4.265,19.976,-34.034,TDGF1
-4.082,20.002,-33.986,TDH
-17.601,-13.447,-24.969,TDO2
-2.856,-20.136,-4.52,TDP1
-6.308,-24.022,-1.098,TDP2
-5.436,26.451,-22.39,TDRD1
-2.787,21.605,-32.036,TDRD12
-7.99,-9.188,-1.547,TDRD3
-4.997,25.183,-21.083,TDRD5
-0.655,28.908,-21.98,TDRD6
-12.348,-4.766,-4.843,TDRD7
-1.228,26.614,-25.42,TDRD9
-4.586,0.605,-0.425,TDRKH
0.053,-2.818,-0.807,TDRP
-25.508,0.866,-2.519,TEAD1
1.648,-28.035,-5.864,TEAD2
-11.448,5.187,-11.642,TEAD3
-2.655,14.819,-29.972,TEAD4
12.507,-17.936,-8.214,TEC
-6.605,-3.254,29.937,TECPR1
-17.962,3.954,9.767,TECPR2
-4.421,-20.025,36.868,TECR
-20.478,22.521,-17.696,TECRL
8.526,23.414,-15.012,TECTA
17.725,19.473,-19.169,TECTB
-24.478,-2.495,12.305,TEF
-1.136,-12.849,-4.461,TEFM
-14.405,3.679,-21.397,TEK
-4.13,27.942,-19.178,TEKT1
-4.48,23.835,-20.871,TEKT2
-1.598,29.548,-19.162,TEKT4
-0.605,26.043,-17.307,TEKT5
2.278,-5.201,19.712,TELO2
-1.524,-22.902,10.959,TEN1
-9.229,16.073,12.598,TENM1
-12.995,21.013,14.463,TENM2
-13.966,8.904,-0.848,TENM3
-16.37,14.253,12.367,TENM4
8.86,-20.937,-3.1,TEP1
2.101,7.107,-14.713,TEPP
-0.479,-7.943,21.385,TERF1
-18.529,-8.27,-1.344,TERF2
-10.686,-2.526,17.326,TERF2IP
1.081,4.814,-12.71,TERT
8.123,-23.555,2.292,TES
-5.491,3.328,-1.943,TESC
-13.91,-4.744,-3.808,TESK1
-1.459,-5.745,-7.464,TESK2
21.46,-17.112,-20.376,TESPA1
6.871,-10.396,12.684,TET1
-7.977,-6.503,26.884,TET2
-19.289,-10.711,20.389,TET3
-13.025,-27.477,5.364,TEX10
0.935,28.613,-26.256,TEX101
-0.121,24.108,-31.397,TEX11
4.042,23.546,-33.272,TEX12
-2.829,18.166,-28.393,TEX14
-3.034,18.311,-27.595,TEX15
-22.388,-4.832,14.456,TEX2
2.518,29.21,-22.767,TEX22
-1.597,26.789,-24.486,TEX26
-16.516,-19.249,20.768,TEX261
-18.961,-4.801,12.748,TEX264
-4.072,-25.122,-1.747,TEX30
5.684,25.015,-20.849,TEX38
-2.291,25.348,-21.145,TEX40
5.268,-2.352,8.592,TEX9
-11.809,-25.359,11.26,TFAM
17.264,8.625,16.681,TFAP2A
14.292,7.587,7.631,TFAP2B
-1.053,20.123,-34.534,TFAP2C
8.882,24.737,-34.327,TFAP2E
0.255,-9.65,-10.752,TFAP4
0.526,-6.665,-8.932,TFB1M
-8.681,-17.078,0.369,TFB2M
-4.03,-3.037,-0.973,TFCP2
7.407,-1.169,6.464,TFCP2L1
-16.887,-27.518,13.342,TFDP1
-14.372,-9.418,17.054,TFDP2
-21.066,-13.534,3.2,TFE3
-2.041,-2.85,-12.561,TFEB
17.311,-14.178,-14.704,TFEC
8.441,0.91,-30.307,TFF1
8.456,9.042,-32.085,TFF2
-1.519,-3.467,-34.991,TFF3
-16.959,-21.982,23.03,TFG
-21.003,-14.668,1.951,TFIP11
-6.741,-17.689,-11.28,TFPI
-14.047,-10.639,-27.643,TFPI2
-1.69,-9.473,-6.734,TFPT
-14.781,-15.295,-19.507,TFR2
-19.927,-19.087,20.617,TFRC
11.482,7.389,-19.272,TG
-2.518,-14.83,-4.362,TGDS
-19.896,7.618,-2.829,TGFA
10.791,-21.762,-5.084,TGFB1
-18.362,5.264,-13.833,TGFB1I1
-13.483,7.453,-9.064,TGFB2
-15.831,7.652,-13.458,TGFB3
13.859,-15.147,-9.087,TGFBI
-16.556,-10.565,17.348,TGFBR1
10.277,-22.544,-5.119,TGFBR2
-18.943,4.662,-13.801,TGFBR3
0.863,6.288,-14.802,TGFBR3L
-20.39,-2.688,2.622,TGFBRAP1
-13.091,-29.065,2.913,TGIF1
-2.299,-18.468,-9.52,TGIF2
-2,0.021,-26.426,TGM1
-15.493,-12.141,-13.26,TGM2
11.231,12.118,4.827,TGM3
7.873,10.908,-13.532,TGM4
2.065,8.532,-36.883,TGM5
11.795,25.403,-18.004,TGM6
12.445,24.03,-16.731,TGM7
-11.227,-19.715,13.532,TGS1
-2.562,30.289,-4.473,TH
-0.403,-12.869,10.596,THADA
4.702,-7.447,12.556,THAP1
-6.711,-21.555,-2.183,THAP11
2.121,-5.462,5.028,THAP2
-1.49,-7.306,-3.613,THAP3
1.635,-9.192,13.592,THAP4
5.991,-3.763,13.879,THAP6
-4.085,-17.271,-0.388,THAP7
13.989,9.263,9.923,THAP8
-18.378,4.544,-14.585,THBD
1.15,-18.452,-14.918,THBS1
-17.37,7.514,-13.601,THBS2
-8.939,10.369,-8.452,THBS3
-21.279,22.774,-14.479,THBS4
4.617,29.225,-22.01,THEG
-0.465,28.185,-24.95,THEGL
-3.955,-5.442,0.122,THEM4
1.576,8.455,-37.593,THEM5
-6.251,10.584,-3.662,THEM6
18.635,-10.767,-4.442,THEMIS
17.727,-18.292,-10.771,THEMIS2
-3.874,-2.534,31.924,THG1L
-4.136,0.546,-0.051,THNSL1
-11.82,-7.845,-20.458,THNSL2
-9.383,-20.511,17.572,THOC1
-14.395,-10.193,30.913,THOC2
-13.167,-26.113,9.242,THOC3
-12.101,-23.234,3.371,THOC5
-2.521,-21.71,-3.049,THOC6
-7.211,-24.482,22.011,THOC7
-8.286,-23.032,-4.368,THOP1
4.927,-0.072,-26.755,THPO
-21.609,2.52,17.313,THRA
